비가 내리면 (Feat. 라비 of 빅스),멜로디데이,비가 내리면 (Feat. 라비 of 빅스)
"무중력 (Feat. 달총 Of Cheeze, 쟈코비 플래닛)",올티 (Olltii),무중력
호구 (Prod. By Fisherman of wybh) (Feat. 브라더수),기리보이,호구
어땠을까,김나영,어땠을까
그런 사람 (Woman Ver.),린,오 마이 비너스 OST Part.7
또 하루 (Feat. 개코),개리,또 하루
