눈물바다,나비,눈물바다
입김 (Hello),정용화 (CNBLUE),교감
선 (Feat. 우효) (45.7cm),유승우,선 (45.7cm)
나 군대 간다,이승기,나 군대 간다
잊어버리지마 (Feat. 태연),Crush,잊어버리지마
너는 나 나는 너,지코 (ZICO),Break Up 2 Make Up
세상 한가운데,신용재 (포맨),육룡이 나르샤 OST Part.5
당신의 지갑에는 얼마의 사랑이 있나요.,박유천,당신의 지갑에는 얼마의 사랑이 있나요.
