질투 (Duet. 키썸),유성은,질투 (Duet. 키썸)
살아있네,박진영,Still Alive
돌아오지마 (Feat. 용준형 Of 비스트),헤이즈,돌아오지마
제주도의 푸른 밤,태연,밴드 고맙삼다
Rain,태연,태연 `Rain`
사랑의 바보,더 넛츠,The Nuts
I (Feat. 버벌진트),태연,I - The 1st Mini Album
Toy,블락비 (Block B),Blooming Period
하여가 (何如歌) (우리동네 음악대장),우리 동네 음악대장,복면가왕 54회
How Can I Love You,XIA (준수),태양의 후예 OST Part.10
NO눈치 (Feat. Crush),샘김 (SAM KIM),I AM SAM
Walkin` In The Rain,블락비 (Block B),Blooming Period
사랑이었다 (Song By 태일),블락비 (Block B),Blooming Period
