안봐도 비디오 (Feat. BOBBY),이하이,SEOULITE
하늘바라기 (Feat. 하림),정은지,Dream
사랑은 바람처럼,정은지,Dream
다이너마이트,빅스,Zelos
그녀를 찾아주세요,더 네임,In The Name Of Love (The Name Best & New)
1년 365일 (Feat. 거미),바이브,Repeat
어린애(愛),"쀼 (육성재, 조이)",어린愛
나비무덤,테이크,To Girl
MY STAR,이하이,SEOULITE
네가 손짓해주면,Apink,네가 손짓해주면
문 열어봐 (Here I am),예성 (YESUNG),Here I am - The 1st Mini Album
