무지개 (Feat. 윤닭 Of 오브로젝트),스탠딩 에그,The Artist Diary Project Part.12
내가 이래,한해,내가 이래
Yum-Yum (얌얌),7 go up,PRODUCE 101 - 35 Girls 5 Concepts
다시 너를,매드클라운,태양의 후예 OST Part.5
말해! 뭐해?,케이윌,태양의 후예 OST Part.6
City,Owen Ovadoz,City
7월 7일 (One Of These Nights),Red Velvet (레드벨벳),The Velvet - The 2nd Mini Album
그녀가 곁에 없다면 (결혼 행진곡을 활용한 신곡),장범준,장범준 2집
살찐 사랑,제시 (Jessi),살찐 사랑
예쁘잖아,기리보이,예쁘잖아
같은 곳에서,소녀온탑,PRODUCE 101 - 35 Girls 5 Concepts
Don`t Cry (우리동네 음악대장),우리 동네 음악대장,복면가왕 50회
