썸타 (Lil` Something),첸 (CHEN),썸타 (Lil` Something)
니꺼내꺼,투빅,니꺼내꺼
일기장,이승철,일기장
Crush,아이오아이 (I.O.I),PRODUCE 101 - Crush
"그대, 바람이 되어",엠씨더맥스,태양의 후예 OST Part.9
너도 (Feat. Cha Cha Malone),로꼬,너도
제발,어쿠스틱 콜라보,"나에게 너무 슬픈, 봄사랑"
기대해도 좋은 날,마마무,LG G5 & Friends OST
니가 보인다,버나드 박,니가 보인다
어디에도,엠씨더맥스,pathos
이렇게 예뻤나 (YOU`RE SO FINE),CNBLUE (씨엔블루),BLUEMING
